name,n_original_sents,n_generated_sents,split_type,model_name,emb_dimension,batch_size,SCORE_left,SCORE_left_stdev,SCORE_left_median,SCORE_right,SCORE_right_stdev,SCORE_right_median,execution_time
lonquen/langchain/gpt-4o,4349,151,chunks,distiluse-base-multilingual-cased-v1,512,64,0.756,0.1157,0.764,0.5638,0.0744,0.5669,2.7153
lonquen/langchain/o3-mini,4349,107,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.6715,0.1137,0.6825,0.4289,0.0874,0.4337,4.84
lonquen/langchain/o3-mini,4349,107,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.5651,0.1221,0.5756,0.3471,0.0838,0.3276,4.8693
lonquen/langchain/o3-mini,4349,107,chunks,distiluse-base-multilingual-cased-v1,512,64,0.7662,0.1035,0.7676,0.5561,0.0566,0.5521,2.6969
lonquen/original/gpt-4o-mini,4349,450,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5966,0.0982,0.6003,0.4551,0.0709,0.4609,5.0773
lonquen/original/gpt-4o-mini,4349,450,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4833,0.1007,0.4751,0.3538,0.068,0.3464,5.365
lonquen/original/gpt-4o-mini,4349,450,chunks,distiluse-base-multilingual-cased-v1,512,64,0.7123,0.1005,0.7132,0.5532,0.0626,0.5501,2.8263
lonquen/original/gpt-4o,4349,488,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5851,0.1044,0.5867,0.4551,0.0743,0.4616,5.2567
lonquen/original/gpt-4o,4349,488,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4915,0.1011,0.4886,0.3622,0.0677,0.3587,5.1148
lonquen/original/gpt-4o,4349,488,chunks,distiluse-base-multilingual-cased-v1,512,64,0.703,0.1046,0.6988,0.5497,0.0628,0.5476,2.8393
lonquen/original/o3-mini,4349,484,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.6044,0.0972,0.6077,0.4673,0.0748,0.4749,5.0983
lonquen/original/o3-mini,4349,484,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.5032,0.1045,0.4973,0.3691,0.066,0.3682,5.1188
lonquen/original/o3-mini,4349,484,chunks,distiluse-base-multilingual-cased-v1,512,64,0.7139,0.0961,0.7129,0.5602,0.0597,0.5611,3.0152
lonquen/original/gpt-3,4349,332,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.6056,0.0968,0.6098,0.4658,0.0686,0.4739,5.1235
lonquen/original/gpt-3,4349,332,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4804,0.1002,0.471,0.3632,0.0753,0.3663,5.0374
lonquen/original/gpt-3,4349,332,chunks,distiluse-base-multilingual-cased-v1,512,64,0.717,0.0973,0.7192,0.5665,0.0661,0.5657,2.7833
lonquen/original_res/gpt-4o-mini,4349,400,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.597,0.0992,0.5992,0.4539,0.0736,0.4612,5.3008
lonquen/original_res/gpt-4o-mini,4349,400,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4862,0.1025,0.4787,0.3481,0.0669,0.342,5.058
lonquen/original_res/gpt-4o-mini,4349,400,chunks,distiluse-base-multilingual-cased-v1,512,64,0.7144,0.102,0.7155,0.5481,0.0604,0.5431,2.96
lonquen/original_res/gpt-4o,4349,430,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5909,0.1049,0.5941,0.4577,0.0744,0.4645,5.0437
lonquen/original_res/gpt-4o,4349,430,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4975,0.1012,0.4956,0.3589,0.0653,0.3539,5.0628
lonquen/original_res/gpt-4o,4349,430,chunks,distiluse-base-multilingual-cased-v1,512,64,0.7082,0.1043,0.7044,0.5477,0.0601,0.5476,2.8158
lonquen/original_res/o3-mini,4349,443,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.612,0.0979,0.615,0.4671,0.0748,0.4759,5.0564
lonquen/original_res/o3-mini,4349,443,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.5081,0.1051,0.504,0.368,0.0657,0.3673,5.0806
lonquen/original_res/o3-mini,4349,443,chunks,distiluse-base-multilingual-cased-v1,512,64,0.7241,0.0972,0.7263,0.5617,0.0592,0.5632,2.8105
lonquen/original_res/gpt-3,4349,286,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.6098,0.0975,0.6144,0.4648,0.0686,0.4734,4.9516
lonquen/original_res/gpt-3,4349,286,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4821,0.0999,0.4722,0.3648,0.0752,0.3668,4.9738
lonquen/original_res/gpt-3,4349,286,chunks,distiluse-base-multilingual-cased-v1,512,64,0.7154,0.0981,0.7167,0.5655,0.0657,0.5641,2.7607
