name,n_original_sents,n_generated_sents,split_type,model_name,emb_dimension,batch_size,SCORE_left,SCORE_left_stdev,SCORE_left_median,SCORE_right,SCORE_right_stdev,SCORE_right_median,execution_time
lonquen/neighbors/langchain/o3-mini,225,96,sentences,paraphrase-multilingual-mpnet-base-v2,768,64,0.4847,0.1263,0.4785,0.4319,0.1082,0.4096,0.9183
lonquen/neighbors/langchain/o3-mini,225,96,sentences,distiluse-base-multilingual-cased-v1,512,64,0.6429,0.127,0.6413,0.5999,0.1327,0.578,0.5553
lonquen/neighbors/original/gpt-4o-mini,225,188,sentences,hiiamsid/sentence_similarity_spanish_es,768,64,0.5065,0.0975,0.4982,0.4649,0.0792,0.4564,1.6886
lonquen/neighbors/original/gpt-4o-mini,225,188,sentences,paraphrase-multilingual-mpnet-base-v2,768,64,0.454,0.106,0.4459,0.3994,0.072,0.3949,1.0655
lonquen/neighbors/original/gpt-4o-mini,225,188,sentences,distiluse-base-multilingual-cased-v1,512,64,0.5984,0.1137,0.5791,0.5529,0.0876,0.5485,0.603
lonquen/neighbors/original/gpt-4o,225,230,sentences,hiiamsid/sentence_similarity_spanish_es,768,64,0.4845,0.1014,0.4737,0.4528,0.0907,0.4409,1.773
lonquen/neighbors/original/gpt-4o,225,230,sentences,paraphrase-multilingual-mpnet-base-v2,768,64,0.4346,0.1112,0.4256,0.3956,0.0899,0.3891,1.2492
lonquen/neighbors/original/gpt-4o,225,230,sentences,distiluse-base-multilingual-cased-v1,512,64,0.5824,0.1158,0.5648,0.5473,0.1016,0.5344,0.6893
lonquen/neighbors/original/o3-mini,225,214,sentences,hiiamsid/sentence_similarity_spanish_es,768,64,0.5105,0.0907,0.5062,0.5029,0.0989,0.4837,1.7693
lonquen/neighbors/original/o3-mini,225,214,sentences,paraphrase-multilingual-mpnet-base-v2,768,64,0.4687,0.1117,0.4576,0.4396,0.0938,0.423,1.2532
lonquen/neighbors/original/o3-mini,225,214,sentences,distiluse-base-multilingual-cased-v1,512,64,0.6027,0.1137,0.5939,0.5927,0.1156,0.5799,0.7203
lonquen/neighbors/original/gpt-3.5-turbo,225,165,sentences,hiiamsid/sentence_similarity_spanish_es,768,64,0.5081,0.0974,0.4968,0.4855,0.0958,0.4696,1.647
lonquen/neighbors/original/gpt-3.5-turbo,225,165,sentences,paraphrase-multilingual-mpnet-base-v2,768,64,0.4586,0.1006,0.4505,0.4325,0.0877,0.4213,1.0359
lonquen/neighbors/original/gpt-3.5-turbo,225,165,sentences,distiluse-base-multilingual-cased-v1,512,64,0.602,0.1119,0.5889,0.5829,0.0972,0.571,0.6108
lonquen/neighbors/original_res/gpt-4o-mini,225,169,sentences,hiiamsid/sentence_similarity_spanish_es,768,64,0.5087,0.0982,0.493,0.466,0.0787,0.4548,1.6473
lonquen/neighbors/original_res/gpt-4o-mini,225,169,sentences,paraphrase-multilingual-mpnet-base-v2,768,64,0.4555,0.1039,0.4383,0.4024,0.0782,0.3965,1.1108
lonquen/neighbors/original_res/gpt-4o-mini,225,169,sentences,distiluse-base-multilingual-cased-v1,512,64,0.5989,0.1109,0.5875,0.5561,0.0924,0.5511,0.6013
lonquen/neighbors/original_res/gpt-4o,225,198,sentences,hiiamsid/sentence_similarity_spanish_es,768,64,0.4859,0.1087,0.4762,0.4485,0.0955,0.4321,1.7822
lonquen/neighbors/original_res/gpt-4o,225,198,sentences,paraphrase-multilingual-mpnet-base-v2,768,64,0.4399,0.115,0.4356,0.3951,0.0952,0.3969,1.2618
lonquen/neighbors/original_res/gpt-4o,225,198,sentences,distiluse-base-multilingual-cased-v1,512,64,0.5825,0.1172,0.5672,0.5512,0.1061,0.5317,0.678
lonquen/neighbors/original/o3-mini,225,214,sentences,hiiamsid/sentence_similarity_spanish_es,768,64,0.5105,0.0907,0.5062,0.5029,0.0989,0.4837,1.749
lonquen/neighbors/original/o3-mini,225,214,sentences,paraphrase-multilingual-mpnet-base-v2,768,64,0.4687,0.1117,0.4576,0.4396,0.0938,0.423,1.265
lonquen/neighbors/original/o3-mini,225,214,sentences,distiluse-base-multilingual-cased-v1,512,64,0.6027,0.1137,0.5939,0.5927,0.1156,0.5799,0.7106
lonquen/neighbors/original/gpt-3.5-turbo,225,165,sentences,hiiamsid/sentence_similarity_spanish_es,768,64,0.5081,0.0974,0.4968,0.4855,0.0958,0.4696,1.6295
lonquen/neighbors/original/gpt-3.5-turbo,225,165,sentences,paraphrase-multilingual-mpnet-base-v2,768,64,0.4586,0.1006,0.4505,0.4325,0.0877,0.4213,1.1412
lonquen/neighbors/original/gpt-3.5-turbo,225,165,sentences,distiluse-base-multilingual-cased-v1,512,64,0.602,0.1119,0.5889,0.5829,0.0972,0.571,0.6315
