name,n_original_sents,n_generated_sents,split_type,model_name,emb_dimension,batch_size,SCORE_left,SCORE_left_stdev,SCORE_left_median,SCORE_right,SCORE_right_stdev,SCORE_right_median,execution_time
san_gregorio/original/gpt-4o,186,447,sentences,hiiamsid/sentence_similarity_spanish_es,768,64,0.534,0.1263,0.5265,0.478,0.0789,0.479,1.2808
san_gregorio/original/gpt-4o,186,447,sentences,paraphrase-multilingual-mpnet-base-v2,768,64,0.4462,0.1495,0.429,0.3583,0.0791,0.3472,0.9149
san_gregorio/original/gpt-4o,186,447,sentences,distiluse-base-multilingual-cased-v1,512,64,0.6067,0.1554,0.5925,0.5305,0.0792,0.5332,0.601
san_gregorio/original/o3-mini,186,290,sentences,hiiamsid/sentence_similarity_spanish_es,768,64,0.5384,0.1118,0.5285,0.4893,0.0788,0.4892,1.2017
san_gregorio/original/o3-mini,186,290,sentences,paraphrase-multilingual-mpnet-base-v2,768,64,0.4485,0.1339,0.4216,0.3748,0.0701,0.3726,0.7515
san_gregorio/original/o3-mini,186,290,sentences,distiluse-base-multilingual-cased-v1,512,64,0.619,0.1385,0.6104,0.5564,0.0728,0.5645,0.4654
san_gregorio/original/gpt-3.5-turbo,186,280,sentences,hiiamsid/sentence_similarity_spanish_es,768,64,0.545,0.1258,0.537,0.4857,0.0832,0.4798,1.1634
san_gregorio/original/gpt-3.5-turbo,186,280,sentences,paraphrase-multilingual-mpnet-base-v2,768,64,0.4482,0.1362,0.4425,0.385,0.0893,0.3748,0.7799
san_gregorio/original/gpt-3.5-turbo,186,280,sentences,distiluse-base-multilingual-cased-v1,512,64,0.6171,0.1421,0.6211,0.5491,0.0853,0.5628,0.4479
san_gregorio/original_res/gpt-4o-mini,186,384,sentences,hiiamsid/sentence_similarity_spanish_es,768,64,0.5287,0.1214,0.5294,0.5046,0.0864,0.5014,1.1773
san_gregorio/original_res/gpt-4o-mini,186,384,sentences,paraphrase-multilingual-mpnet-base-v2,768,64,0.4403,0.1372,0.4246,0.3802,0.0811,0.3738,0.8001
san_gregorio/original_res/gpt-4o-mini,186,384,sentences,distiluse-base-multilingual-cased-v1,512,64,0.6055,0.1398,0.5907,0.5543,0.083,0.5549,0.445
san_gregorio/original_res/gpt-4o,186,381,sentences,hiiamsid/sentence_similarity_spanish_es,768,64,0.542,0.1271,0.5386,0.483,0.0787,0.4843,1.2052
san_gregorio/original_res/gpt-4o,186,381,sentences,paraphrase-multilingual-mpnet-base-v2,768,64,0.4514,0.1484,0.4316,0.3656,0.0771,0.3513,0.8223
san_gregorio/original_res/gpt-4o,186,381,sentences,distiluse-base-multilingual-cased-v1,512,64,0.611,0.1542,0.5941,0.5332,0.079,0.5342,0.4669
san_gregorio/original_res/o3-mini,186,271,sentences,hiiamsid/sentence_similarity_spanish_es,768,64,0.5474,0.1118,0.5349,0.4931,0.0798,0.4933,1.1737
san_gregorio/original_res/o3-mini,186,271,sentences,paraphrase-multilingual-mpnet-base-v2,768,64,0.4517,0.1333,0.4251,0.3774,0.0705,0.3748,0.7491
san_gregorio/original_res/o3-mini,186,271,sentences,distiluse-base-multilingual-cased-v1,512,64,0.623,0.1386,0.612,0.5583,0.0729,0.5649,0.4442
san_gregorio/original_res/gpt-3.5-turbo,186,262,sentences,hiiamsid/sentence_similarity_spanish_es,768,64,0.5459,0.1245,0.5361,0.4819,0.0793,0.4789,1.2397
san_gregorio/original_res/gpt-3.5-turbo,186,262,sentences,paraphrase-multilingual-mpnet-base-v2,768,64,0.4489,0.1357,0.4425,0.3793,0.0833,0.3734,0.7792
san_gregorio/original_res/gpt-3.5-turbo,186,262,sentences,distiluse-base-multilingual-cased-v1,512,64,0.6161,0.1413,0.6171,0.5469,0.0821,0.5609,0.441
san_gregorio/langchain/gpt-4o-mini,445,60,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.6071,0.1332,0.627,0.3888,0.0855,0.3899,0.5361
san_gregorio/langchain/gpt-4o-mini,445,60,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.5243,0.1643,0.542,0.2801,0.0798,0.2574,0.5697
san_gregorio/langchain/gpt-4o-mini,445,60,chunks,distiluse-base-multilingual-cased-v1,512,64,0.7191,0.1569,0.7451,0.4612,0.0616,0.4642,0.4373
san_gregorio/langchain/gpt-4o,445,67,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.6056,0.14,0.6222,0.3967,0.0891,0.4076,0.6491
san_gregorio/langchain/gpt-4o,445,67,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.5334,0.1733,0.552,0.2769,0.0741,0.2684,0.6404
san_gregorio/langchain/gpt-4o,445,67,chunks,distiluse-base-multilingual-cased-v1,512,64,0.7095,0.1709,0.7277,0.4684,0.0752,0.4766,0.4584
san_gregorio/langchain/o3-mini,445,97,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.568,0.1376,0.5813,0.3783,0.0862,0.3772,0.6142
san_gregorio/langchain/o3-mini,445,97,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4815,0.162,0.4939,0.2647,0.081,0.2554,0.6581
san_gregorio/langchain/o3-mini,445,97,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6645,0.1671,0.6946,0.439,0.101,0.4594,0.4528
san_gregorio/original/gpt-4o-mini,445,434,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5207,0.1232,0.5347,0.4349,0.0852,0.4344,0.8393
san_gregorio/original/gpt-4o-mini,445,434,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4156,0.1348,0.4123,0.3167,0.0818,0.3141,0.8938
san_gregorio/original/gpt-4o-mini,445,434,chunks,distiluse-base-multilingual-cased-v1,512,64,0.5856,0.1572,0.5927,0.4683,0.0898,0.4767,0.5584
san_gregorio/original/gpt-4o,445,447,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5233,0.1266,0.5294,0.4204,0.0787,0.42,0.8483
san_gregorio/original/gpt-4o,445,447,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4279,0.1471,0.4294,0.2972,0.0726,0.285,0.987
san_gregorio/original/gpt-4o,445,447,chunks,distiluse-base-multilingual-cased-v1,512,64,0.595,0.1673,0.5995,0.4511,0.0825,0.4585,0.6483
san_gregorio/original/o3-mini,445,290,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5295,0.1199,0.531,0.4169,0.0852,0.4155,0.7309
san_gregorio/original/o3-mini,445,290,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4314,0.1376,0.4246,0.3029,0.0767,0.2958,0.8121
san_gregorio/original/o3-mini,445,290,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6095,0.1544,0.6173,0.4704,0.0892,0.4734,0.5801
san_gregorio/original/gpt-3.5-turbo,445,280,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5342,0.1284,0.5445,0.4068,0.0891,0.406,0.7993
san_gregorio/original/gpt-3.5-turbo,445,280,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4279,0.1393,0.4256,0.3036,0.084,0.2959,0.8062
san_gregorio/original/gpt-3.5-turbo,445,280,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6067,0.1561,0.6154,0.4663,0.088,0.4799,0.5172
san_gregorio/original_res/gpt-4o-mini,445,384,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5232,0.1226,0.5368,0.4336,0.0853,0.4339,0.7719
san_gregorio/original_res/gpt-4o-mini,445,384,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4187,0.135,0.4153,0.3126,0.0828,0.3059,0.8361
san_gregorio/original_res/gpt-4o-mini,445,384,chunks,distiluse-base-multilingual-cased-v1,512,64,0.5896,0.1571,0.6004,0.4654,0.0913,0.4718,0.5362
san_gregorio/original_res/gpt-4o,445,381,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5298,0.1279,0.5435,0.4232,0.0791,0.4247,0.8231
san_gregorio/original_res/gpt-4o,445,381,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4313,0.1466,0.4294,0.3003,0.0733,0.2875,0.86
san_gregorio/original_res/gpt-4o,445,381,chunks,distiluse-base-multilingual-cased-v1,512,64,0.5987,0.1682,0.6019,0.4532,0.0849,0.4628,0.5441
san_gregorio/original_res/o3-mini,445,271,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5334,0.1208,0.5416,0.4204,0.0855,0.4211,0.7356
san_gregorio/original_res/o3-mini,445,271,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4349,0.1369,0.4265,0.3042,0.0774,0.2979,0.7739
san_gregorio/original_res/o3-mini,445,271,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6102,0.1547,0.6231,0.4693,0.0907,0.4715,0.5373
san_gregorio/original_res/gpt-3.5-turbo,445,262,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5366,0.1282,0.5447,0.4059,0.0888,0.4066,0.743
san_gregorio/original_res/gpt-3.5-turbo,445,262,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4276,0.139,0.4215,0.3001,0.0827,0.2934,0.804
san_gregorio/original_res/gpt-3.5-turbo,445,262,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6077,0.1555,0.6165,0.4645,0.0873,0.4795,0.5426
