name,n_original_sents,n_generated_sents,split_type,model_name,emb_dimension,batch_size,SCORE_left,SCORE_left_stdev,SCORE_left_median,SCORE_right,SCORE_right_stdev,SCORE_right_median,execution_time
20_docs/neighbors/original/gpt-3.5-turbo,4349,762,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6393,0.12,0.6371,0.5401,0.1036,0.5307,3.8295
20_docs/neighbors/original_res/gpt-4o-mini,4349,817,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5293,0.1067,0.53,0.4132,0.0743,0.4189,7.2764
20_docs/neighbors/original_res/gpt-4o-mini,4349,817,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4212,0.1191,0.4106,0.3172,0.0974,0.2992,7.1338
20_docs/neighbors/original_res/gpt-4o-mini,4349,817,chunks,distiluse-base-multilingual-cased-v1,512,64,0.642,0.1245,0.6452,0.5155,0.1045,0.5061,3.9109
20_docs/neighbors/original_res/gpt-4o,4349,816,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5377,0.1068,0.5401,0.4218,0.0731,0.4316,7.1634
20_docs/neighbors/original_res/gpt-4o,4349,816,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4332,0.1193,0.4225,0.3249,0.0982,0.3075,7.148
20_docs/neighbors/original_res/gpt-4o,4349,816,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6485,0.1293,0.6533,0.5191,0.1082,0.5089,3.9849
20_docs/neighbors/original/o3-mini,4349,814,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5333,0.1027,0.5359,0.4356,0.0767,0.4486,7.0961
20_docs/neighbors/original/o3-mini,4349,814,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4282,0.1162,0.4164,0.3454,0.1065,0.3245,7.1039
20_docs/neighbors/original/o3-mini,4349,814,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6448,0.129,0.6462,0.5392,0.1162,0.5257,3.8575
20_docs/neighbors/original/gpt-3.5-turbo,4349,762,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5311,0.0987,0.5324,0.4336,0.0728,0.4391,7.1269
20_docs/neighbors/original/gpt-3.5-turbo,4349,762,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4216,0.1147,0.4078,0.3471,0.1003,0.3324,7.0328
20_docs/neighbors/original/gpt-3.5-turbo,4349,762,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6393,0.12,0.6371,0.5401,0.1036,0.5307,3.8883
