name,n_original_sents,n_generated_sents,split_type,model_name,emb_dimension,batch_size,SCORE_left,SCORE_left_stdev,SCORE_left_median,SCORE_right,SCORE_right_stdev,SCORE_right_median,execution_time
20_docs/original_res/o3-mini,2262,1244,sentences,paraphrase-multilingual-mpnet-base-v2,768,64,0.4165,0.1349,0.4067,0.3428,0.0796,0.3385,4.339
20_docs/original_res/o3-mini,2262,1244,sentences,distiluse-base-multilingual-cased-v1,512,64,0.6004,0.1529,0.6096,0.4977,0.093,0.5048,2.3733
20_docs/original_res/gpt-3,2262,1362,sentences,hiiamsid/sentence_similarity_spanish_es,768,64,0.5011,0.1235,0.5061,0.4591,0.0989,0.4587,5.1319
20_docs/original_res/gpt-3,2262,1362,sentences,paraphrase-multilingual-mpnet-base-v2,768,64,0.3942,0.1243,0.3904,0.3481,0.0833,0.3447,4.4858
20_docs/original_res/gpt-3,2262,1362,sentences,distiluse-base-multilingual-cased-v1,512,64,0.5833,0.151,0.5963,0.5067,0.0964,0.5154,2.4447
20_docs/langchain/gpt-4o-mini,4349,463,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5422,0.1299,0.5541,0.349,0.1005,0.3545,5.1063
20_docs/langchain/gpt-4o-mini,4349,463,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4401,0.134,0.4334,0.2587,0.0678,0.2591,5.2166
20_docs/langchain/gpt-4o-mini,4349,463,chunks,distiluse-base-multilingual-cased-v1,512,64,0.658,0.1448,0.6687,0.4374,0.0922,0.4503,2.9418
20_docs/langchain/gpt-4o,4349,524,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5378,0.1284,0.5487,0.3581,0.1084,0.3671,5.269
20_docs/langchain/gpt-4o,4349,524,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4324,0.1204,0.4339,0.2744,0.0765,0.2723,5.3123
20_docs/langchain/gpt-4o,4349,524,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6544,0.1438,0.668,0.4439,0.1009,0.4561,2.9207
20_docs/langchain/o3-mini,4349,857,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5243,0.1358,0.5304,0.3373,0.0993,0.334,5.5169
20_docs/langchain/o3-mini,4349,857,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4369,0.1378,0.4329,0.2624,0.0696,0.2601,5.5587
20_docs/langchain/o3-mini,4349,857,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6352,0.1541,0.6484,0.4215,0.0927,0.4308,3.1439
20_docs/original/gpt-4o-mini,4349,2153,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5056,0.1228,0.5119,0.3997,0.0944,0.3991,6.3933
20_docs/original/gpt-4o-mini,4349,2153,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.3916,0.1177,0.386,0.2891,0.0722,0.2863,6.4389
20_docs/original/gpt-4o-mini,4349,2153,chunks,distiluse-base-multilingual-cased-v1,512,64,0.5976,0.1443,0.6033,0.4514,0.0884,0.4564,3.5312
20_docs/original/gpt-4o,4349,2041,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5118,0.1267,0.5163,0.3969,0.0898,0.3976,6.2078
20_docs/original/gpt-4o,4349,2041,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4093,0.1277,0.4013,0.2897,0.0695,0.2857,6.3997
20_docs/original/gpt-4o,4349,2041,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6015,0.1486,0.6077,0.4443,0.0848,0.4508,3.564
20_docs/original/o3-mini,4349,1425,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5121,0.1249,0.5186,0.4075,0.0962,0.414,5.9017
20_docs/original/o3-mini,4349,1425,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4121,0.1183,0.4063,0.3016,0.0755,0.2986,5.8323
20_docs/original/o3-mini,4349,1425,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6056,0.1487,0.6079,0.4495,0.0904,0.4563,3.188
20_docs/original/gpt-3,4349,1696,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5017,0.1196,0.5087,0.4108,0.0967,0.4078,5.9969
20_docs/original/gpt-3,4349,1696,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.3844,0.1108,0.3778,0.3012,0.0762,0.2983,6.0999
20_docs/original/gpt-3,4349,1696,chunks,distiluse-base-multilingual-cased-v1,512,64,0.5922,0.1376,0.5904,0.4709,0.0915,0.4723,3.305
20_docs/original_res/gpt-4o-mini,4349,1756,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5105,0.1221,0.5173,0.4014,0.0941,0.4008,5.9767
20_docs/original_res/gpt-4o-mini,4349,1756,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.3933,0.1181,0.3875,0.287,0.0722,0.2831,6.0445
20_docs/original_res/gpt-4o-mini,4349,1756,chunks,distiluse-base-multilingual-cased-v1,512,64,0.601,0.1427,0.6077,0.4512,0.0893,0.4578,3.4121
20_docs/original_res/gpt-4o,4349,1721,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5145,0.1269,0.5199,0.397,0.0898,0.3999,6.2284
20_docs/original_res/gpt-4o,4349,1721,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4161,0.1278,0.4073,0.2911,0.0712,0.2874,6.2002
20_docs/original_res/gpt-4o,4349,1721,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6023,0.1469,0.6055,0.4475,0.0853,0.456,3.3068
20_docs/original_res/o3-mini,4349,1244,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5155,0.1266,0.5228,0.4056,0.0968,0.4123,5.6727
20_docs/original_res/o3-mini,4349,1244,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4162,0.1193,0.4082,0.3015,0.0763,0.2974,5.8272
20_docs/original_res/o3-mini,4349,1244,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6078,0.1488,0.6101,0.4522,0.09,0.4592,3.2125
20_docs/original_res/gpt-3,4349,1362,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5077,0.1173,0.5158,0.4146,0.0948,0.4112,5.7521
20_docs/original_res/gpt-3,4349,1362,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.3921,0.1101,0.3859,0.3011,0.0742,0.2992,5.769
20_docs/original_res/gpt-3,4349,1362,chunks,distiluse-base-multilingual-cased-v1,512,64,0.5997,0.1365,0.6005,0.4712,0.0901,0.4738,3.2101
