name,n_original_sents,n_generated_sents,split_type,model_name,emb_dimension,batch_size,SCORE_left,SCORE_left_stdev,SCORE_left_median,SCORE_right,SCORE_right_stdev,SCORE_right_median,execution_time
san_gregorio/original/gpt-3.5-turbo,225,280,sentences,paraphrase-multilingual-mpnet-base-v2,768,64,0.4984,0.1121,0.4887,0.4352,0.0892,0.4186,0.8484
san_gregorio/original/gpt-3.5-turbo,225,280,sentences,distiluse-base-multilingual-cased-v1,512,64,0.6787,0.0915,0.6775,0.6515,0.0718,0.6577,0.4859
san_gregorio/original_res/gpt-4o-mini,225,384,sentences,hiiamsid/sentence_similarity_spanish_es,768,64,0.5453,0.0887,0.5441,0.5442,0.0823,0.5458,1.2886
san_gregorio/original_res/gpt-4o-mini,225,384,sentences,paraphrase-multilingual-mpnet-base-v2,768,64,0.5001,0.1064,0.4954,0.4396,0.0841,0.4308,0.8901
san_gregorio/original_res/gpt-4o-mini,225,384,sentences,distiluse-base-multilingual-cased-v1,512,64,0.6707,0.0896,0.673,0.6496,0.0781,0.6571,0.5
san_gregorio/original_res/gpt-4o,225,381,sentences,hiiamsid/sentence_similarity_spanish_es,768,64,0.5502,0.0905,0.5445,0.5236,0.0778,0.5221,1.254
san_gregorio/original_res/gpt-4o,225,381,sentences,paraphrase-multilingual-mpnet-base-v2,768,64,0.5001,0.115,0.5019,0.4277,0.0815,0.4173,0.8966
san_gregorio/original_res/gpt-4o,225,381,sentences,distiluse-base-multilingual-cased-v1,512,64,0.6788,0.1015,0.691,0.6442,0.0818,0.6485,0.5057
san_gregorio/original_res/o3-mini,225,271,sentences,hiiamsid/sentence_similarity_spanish_es,768,64,0.5647,0.0933,0.5645,0.5348,0.0854,0.536,1.2056
san_gregorio/original_res/o3-mini,225,271,sentences,paraphrase-multilingual-mpnet-base-v2,768,64,0.5285,0.1085,0.5211,0.4454,0.0776,0.4333,0.8321
san_gregorio/original_res/o3-mini,225,271,sentences,distiluse-base-multilingual-cased-v1,512,64,0.7057,0.0782,0.7089,0.6671,0.0569,0.6644,0.4841
san_gregorio/original_res/gpt-3.5-turbo,225,262,sentences,hiiamsid/sentence_similarity_spanish_es,768,64,0.555,0.0939,0.5553,0.5121,0.0844,0.5002,1.2504
san_gregorio/original_res/gpt-3.5-turbo,225,262,sentences,paraphrase-multilingual-mpnet-base-v2,768,64,0.4968,0.112,0.4887,0.4276,0.0859,0.4137,0.8426
san_gregorio/original_res/gpt-3.5-turbo,225,262,sentences,distiluse-base-multilingual-cased-v1,512,64,0.6787,0.0915,0.6763,0.648,0.0719,0.6544,0.4899
san_gregorio/langchain/gpt-4o-mini,572,60,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.6291,0.1025,0.6403,0.475,0.067,0.48,0.6491
san_gregorio/langchain/gpt-4o-mini,572,60,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.5698,0.1287,0.5952,0.354,0.0851,0.3363,0.7331
san_gregorio/langchain/gpt-4o-mini,572,60,chunks,distiluse-base-multilingual-cased-v1,512,64,0.777,0.1035,0.7889,0.613,0.0757,0.6236,0.4831
san_gregorio/langchain/gpt-4o,572,67,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.6443,0.1038,0.6546,0.4916,0.0724,0.4907,0.7201
san_gregorio/langchain/gpt-4o,572,67,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.5953,0.1423,0.6326,0.3536,0.0724,0.3364,0.8011
san_gregorio/langchain/gpt-4o,572,67,chunks,distiluse-base-multilingual-cased-v1,512,64,0.7822,0.1177,0.7981,0.6002,0.0771,0.5935,0.5335
san_gregorio/langchain/o3-mini,572,97,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.6093,0.0976,0.6144,0.4876,0.0667,0.4817,0.7233
san_gregorio/langchain/o3-mini,572,97,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.5401,0.1258,0.5569,0.3636,0.0836,0.35,0.7922
san_gregorio/langchain/o3-mini,572,97,chunks,distiluse-base-multilingual-cased-v1,512,64,0.7347,0.1081,0.7578,0.6064,0.0777,0.5995,0.5165
san_gregorio/original/gpt-4o-mini,572,434,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5548,0.0888,0.561,0.5032,0.0834,0.5025,0.9739
san_gregorio/original/gpt-4o-mini,572,434,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4752,0.1018,0.4773,0.3895,0.0734,0.3798,1.0435
san_gregorio/original/gpt-4o-mini,572,434,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6535,0.0974,0.656,0.5893,0.0775,0.5875,0.6383
san_gregorio/original/gpt-4o,572,447,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5532,0.0926,0.5542,0.4818,0.0778,0.4817,0.9922
san_gregorio/original/gpt-4o,572,447,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.482,0.1127,0.4875,0.3717,0.0749,0.3526,1.0849
san_gregorio/original/gpt-4o,572,447,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6674,0.1047,0.6755,0.5756,0.0858,0.5744,0.6354
san_gregorio/original/o3-mini,572,290,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5669,0.0948,0.5769,0.4868,0.0833,0.495,0.8518
san_gregorio/original/o3-mini,572,290,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.5038,0.1154,0.5081,0.3882,0.0772,0.3787,0.9321
san_gregorio/original/o3-mini,572,290,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6842,0.0917,0.6883,0.606,0.0674,0.6093,0.5936
san_gregorio/original/gpt-3.5-turbo,572,280,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5551,0.0913,0.5598,0.4627,0.0954,0.4657,0.8753
san_gregorio/original/gpt-3.5-turbo,572,280,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4794,0.1108,0.4832,0.3735,0.0832,0.3586,0.95
san_gregorio/original/gpt-3.5-turbo,572,280,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6621,0.1016,0.6625,0.5819,0.0872,0.5772,0.593
san_gregorio/original_res/gpt-4o-mini,572,384,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5559,0.0884,0.561,0.5013,0.0822,0.5012,0.9308
san_gregorio/original_res/gpt-4o-mini,572,384,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4787,0.1021,0.4817,0.3882,0.0748,0.3751,0.97
san_gregorio/original_res/gpt-4o-mini,572,384,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6562,0.0959,0.6587,0.5905,0.0765,0.5878,0.6096
san_gregorio/original_res/gpt-4o,572,381,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5593,0.0933,0.5634,0.4855,0.0781,0.4826,0.9409
san_gregorio/original_res/gpt-4o,572,381,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4844,0.1119,0.4894,0.3772,0.076,0.3589,0.9792
san_gregorio/original_res/gpt-4o,572,381,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6726,0.1048,0.6856,0.5855,0.0836,0.5805,0.6069
san_gregorio/original_res/o3-mini,572,271,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.57,0.0948,0.58,0.4882,0.0847,0.4946,0.8635
san_gregorio/original_res/o3-mini,572,271,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.505,0.113,0.5054,0.3891,0.0785,0.3781,0.9161
san_gregorio/original_res/o3-mini,572,271,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6872,0.0925,0.6939,0.6056,0.0697,0.6124,0.6157
san_gregorio/original_res/gpt-3.5-turbo,572,262,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5578,0.0928,0.5603,0.4581,0.0931,0.4598,0.8732
san_gregorio/original_res/gpt-3.5-turbo,572,262,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4787,0.1102,0.4817,0.3679,0.0825,0.3498,0.935
san_gregorio/original_res/gpt-3.5-turbo,572,262,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6616,0.1015,0.6636,0.5759,0.0862,0.5737,0.6104
