name,n_original_sents,n_generated_sents,split_type,model_name,emb_dimension,batch_size,SCORE_left,SCORE_left_stdev,SCORE_left_median,SCORE_right,SCORE_right_stdev,SCORE_right_median,execution_time
san_gregorio/neighbors/original/gpt-3.5-turbo,186,151,sentences,paraphrase-multilingual-mpnet-base-v2,768,64,0.4749,0.1348,0.4584,0.4418,0.1214,0.4018,0.9799
san_gregorio/neighbors/original/gpt-3.5-turbo,186,151,sentences,distiluse-base-multilingual-cased-v1,512,64,0.6409,0.1461,0.6479,0.5728,0.113,0.5589,0.5379
san_gregorio/neighbors/langchain/gpt-4o-mini,445,54,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.643,0.1019,0.6511,0.5207,0.0868,0.5306,0.56
san_gregorio/neighbors/langchain/gpt-4o-mini,445,54,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.528,0.1402,0.52,0.4018,0.122,0.3727,0.5858
san_gregorio/neighbors/langchain/gpt-4o-mini,445,54,chunks,distiluse-base-multilingual-cased-v1,512,64,0.7477,0.1223,0.7581,0.6053,0.1078,0.5858,0.4001
san_gregorio/neighbors/langchain/gpt-4o,445,69,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.6399,0.1029,0.6382,0.5601,0.0659,0.5905,0.8061
san_gregorio/neighbors/langchain/gpt-4o,445,69,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.5178,0.1443,0.5244,0.4367,0.1353,0.4228,0.8373
san_gregorio/neighbors/langchain/gpt-4o,445,69,chunks,distiluse-base-multilingual-cased-v1,512,64,0.7416,0.1314,0.754,0.635,0.1228,0.6133,0.5287
san_gregorio/neighbors/langchain/o3-mini,445,86,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5889,0.1076,0.5934,0.5165,0.0925,0.5252,0.8883
san_gregorio/neighbors/langchain/o3-mini,445,86,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4747,0.1418,0.4722,0.3949,0.1456,0.3568,0.8893
san_gregorio/neighbors/langchain/o3-mini,445,86,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6947,0.1387,0.7128,0.5853,0.1393,0.5533,0.5935
san_gregorio/neighbors/original/gpt-4o-mini,445,195,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5612,0.0987,0.5618,0.4919,0.081,0.4971,1.247
san_gregorio/neighbors/original/gpt-4o-mini,445,195,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4394,0.1258,0.428,0.3514,0.0935,0.334,1.1567
san_gregorio/neighbors/original/gpt-4o-mini,445,195,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6454,0.1282,0.64,0.5628,0.0912,0.5603,0.7089
san_gregorio/neighbors/original/gpt-4o,445,185,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5552,0.104,0.5487,0.4825,0.0813,0.485,1.0756
san_gregorio/neighbors/original/gpt-4o,445,185,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4384,0.1375,0.4284,0.3514,0.1118,0.3192,1.0155
san_gregorio/neighbors/original/gpt-4o,445,185,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6508,0.1361,0.6607,0.5523,0.1031,0.5392,0.7264
san_gregorio/neighbors/original/o3-mini,445,169,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5705,0.1051,0.5737,0.5008,0.0997,0.5223,1.1542
san_gregorio/neighbors/original/o3-mini,445,169,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4509,0.128,0.4408,0.3897,0.1277,0.362,1.0192
san_gregorio/neighbors/original/o3-mini,445,169,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6648,0.1293,0.6679,0.5944,0.1219,0.5854,0.6305
san_gregorio/neighbors/original/gpt-3.5-turbo,445,151,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5712,0.0983,0.5764,0.4903,0.0882,0.4931,1.0805
san_gregorio/neighbors/original/gpt-3.5-turbo,445,151,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4448,0.1255,0.4316,0.3694,0.1187,0.3378,1.0101
san_gregorio/neighbors/original/gpt-3.5-turbo,445,151,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6628,0.1262,0.6681,0.5829,0.1098,0.5749,0.6209
san_gregorio/neighbors/original_res/gpt-4o-mini,445,180,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.565,0.0951,0.5689,0.496,0.0782,0.5004,1.0786
san_gregorio/neighbors/original_res/gpt-4o-mini,445,180,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4397,0.1241,0.4293,0.3548,0.0959,0.3399,1.0291
san_gregorio/neighbors/original_res/gpt-4o-mini,445,180,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6474,0.1277,0.6512,0.5676,0.0958,0.5593,0.7071
san_gregorio/neighbors/original_res/gpt-4o,445,170,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5604,0.1025,0.5583,0.4836,0.0826,0.4859,1.1289
san_gregorio/neighbors/original_res/gpt-4o,445,170,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4375,0.1336,0.4251,0.3543,0.115,0.3278,1.0402
san_gregorio/neighbors/original_res/gpt-4o,445,170,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6509,0.1357,0.6564,0.5586,0.1067,0.5505,0.634
san_gregorio/neighbors/original/o3-mini,445,169,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5705,0.1051,0.5737,0.5008,0.0997,0.5223,1.1186
san_gregorio/neighbors/original/o3-mini,445,169,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4509,0.128,0.4408,0.3897,0.1277,0.362,1.0418
san_gregorio/neighbors/original/o3-mini,445,169,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6648,0.1293,0.6679,0.5944,0.1219,0.5854,0.7074
san_gregorio/neighbors/original/gpt-3.5-turbo,445,151,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5712,0.0983,0.5764,0.4903,0.0882,0.4931,1.1316
san_gregorio/neighbors/original/gpt-3.5-turbo,445,151,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4448,0.1255,0.4316,0.3694,0.1187,0.3378,1.0201
san_gregorio/neighbors/original/gpt-3.5-turbo,445,151,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6628,0.1262,0.6681,0.5829,0.1098,0.5749,0.6441
