name,n_original_sents,n_generated_sents,split_type,model_name,emb_dimension,batch_size,SCORE_left,SCORE_left_stdev,SCORE_left_median,SCORE_right,SCORE_right_stdev,SCORE_right_median,execution_time
lonquen/langchain/gpt-4o,445,151,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.504,0.1233,0.5097,0.3663,0.103,0.3417,0.672
lonquen/langchain/gpt-4o,445,151,chunks,distiluse-base-multilingual-cased-v1,512,64,0.7213,0.1134,0.7201,0.5988,0.084,0.6064,0.4663
lonquen/langchain/o3-mini,445,107,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.6341,0.1158,0.6441,0.4664,0.1278,0.4715,0.5985
lonquen/langchain/o3-mini,445,107,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.5162,0.1296,0.5105,0.3793,0.1044,0.358,0.6272
lonquen/langchain/o3-mini,445,107,chunks,distiluse-base-multilingual-cased-v1,512,64,0.7209,0.1092,0.7222,0.6107,0.0639,0.6133,0.456
lonquen/original/gpt-4o-mini,445,450,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5588,0.1058,0.5611,0.4993,0.0883,0.5096,0.8447
lonquen/original/gpt-4o-mini,445,450,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4477,0.1124,0.4337,0.3932,0.0884,0.3829,0.8883
lonquen/original/gpt-4o-mini,445,450,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6552,0.1139,0.6528,0.5869,0.0833,0.5858,0.5697
lonquen/original/gpt-4o,445,488,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5503,0.1086,0.5564,0.4986,0.0879,0.5072,0.8505
lonquen/original/gpt-4o,445,488,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4568,0.1122,0.4474,0.403,0.0826,0.3915,0.9421
lonquen/original/gpt-4o,445,488,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6515,0.1098,0.654,0.5802,0.0797,0.5788,0.5899
lonquen/original/o3-mini,445,484,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5677,0.105,0.5746,0.5097,0.095,0.5226,0.8919
lonquen/original/o3-mini,445,484,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4651,0.1137,0.4595,0.4051,0.0828,0.3983,0.944
lonquen/original/o3-mini,445,484,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6583,0.1054,0.6561,0.5953,0.0787,0.599,0.6228
lonquen/original/gpt-3,445,332,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5709,0.1034,0.5714,0.5141,0.0843,0.5169,0.7596
lonquen/original/gpt-3,445,332,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4526,0.1075,0.4375,0.4184,0.0924,0.4046,0.7969
lonquen/original/gpt-3,445,332,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6692,0.1025,0.6687,0.6116,0.0817,0.6095,0.5356
lonquen/original_res/gpt-4o-mini,445,400,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5595,0.1055,0.5619,0.4953,0.0898,0.5097,0.8343
lonquen/original_res/gpt-4o-mini,445,400,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4503,0.1144,0.4361,0.385,0.0857,0.373,0.88
lonquen/original_res/gpt-4o-mini,445,400,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6596,0.1132,0.6586,0.579,0.0804,0.5794,0.5829
lonquen/original_res/gpt-4o,445,430,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5571,0.1096,0.5608,0.4998,0.0867,0.5107,0.8256
lonquen/original_res/gpt-4o,445,430,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4607,0.1129,0.4566,0.3961,0.0785,0.3838,0.8851
lonquen/original_res/gpt-4o,445,430,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6565,0.1096,0.6574,0.5765,0.0749,0.5768,0.5723
lonquen/original_res/o3-mini,445,443,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5749,0.1048,0.581,0.507,0.0959,0.5226,0.819
lonquen/original_res/o3-mini,445,443,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.468,0.1159,0.4627,0.4038,0.084,0.3962,0.913
lonquen/original_res/o3-mini,445,443,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6672,0.1066,0.6693,0.596,0.0793,0.6024,0.5759
lonquen/original_res/gpt-3,445,286,chunks,hiiamsid/sentence_similarity_spanish_es,768,64,0.5728,0.1038,0.5755,0.5108,0.0846,0.5123,0.7411
lonquen/original_res/gpt-3,445,286,chunks,paraphrase-multilingual-mpnet-base-v2,768,64,0.4554,0.1073,0.4375,0.4177,0.0916,0.4074,0.7941
lonquen/original_res/gpt-3,445,286,chunks,distiluse-base-multilingual-cased-v1,512,64,0.6682,0.1026,0.6687,0.6028,0.0797,0.5991,0.528
